ID	GSE	SUBSET	GSM	GPL	SOFT_NUMSPACE	AVAIL	FILE	PATHWAY	CELLS	EFFECT	TREATMENT	TIME	COMMENT
ARR01043	GSE24731	GSE24731	GSM609174	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	control	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01044	GSE24731	GSE24731	GSM609175	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	control	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01045	GSE24731	GSE24731	GSM609176	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	control	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01046	GSE24731	GSE24731	GSM609177	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	control	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01047	GSE24731	GSE24731	GSM609185	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	activating	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01048	GSE24731	GSE24731	GSM609186	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	activating	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01049	GSE24731	GSE24731	GSM609187	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	activating	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01050	GSE24731	GSE24731	GSM609188	GPL4133	linear	raw	NA	RAR	HL60 leukemia cells	activating	treated with 100nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01051	GSE14426	GSE14426a	GSM360282	GPL6102	log	normalized	NA	RAR	pancreatic stellate cell line	control	treated with 1µM all-trans retinoid acid	0.5 h	3 replicates each, part of time series, time resolved controls
ARR01052	GSE14426	GSE14426a	GSM360283	GPL6102	log	normalized	NA	RAR	pancreatic stellate cell line	control	treated with 1µM all-trans retinoid acid	0.5 h	3 replicates each, part of time series, time resolved controls
ARR01053	GSE14426	GSE14426a	GSM360284	GPL6102	log	normalized	NA	RAR	pancreatic stellate cell line	control	treated with 1µM all-trans retinoid acid	0.5 h	3 replicates each, part of time series, time resolved controls
ARR01054	GSE14426	GSE14426a	GSM360285	GPL6102	log	normalized	NA	RAR	pancreatic stellate cell line	activating	treated with 1µM all-trans retinoid acid	0.5 h	3 replicates each, part of time series, time resolved controls
ARR01055	GSE14426	GSE14426a	GSM360286	GPL6102	log	normalized	NA	RAR	pancreatic stellate cell line	activating	treated with 1µM all-trans retinoid acid	0.5 h	3 replicates each, part of time series, time resolved controls
ARR01056	GSE14426	GSE14426a	GSM360287	GPL6102	log	normalized	NA	RAR	pancreatic stellate cell line	activating	treated with 1µM all-trans retinoid acid	0.5 h	3 replicates each, part of time series, time resolved controls
ARR01057	GSE19201	GSE19201	GSM475993	GPL570	log	normalized	CELS/GSE19201/GSM475993.CEL	RAR	NB4 cells	control	treated with all-trans retinoid acid	4 h	1 replicate each
ARR01058	GSE19201	GSE19201	GSM475994	GPL570	log	normalized	CELS/GSE19201/GSM475994.CEL	RAR	NB4 cells	activating	treated with all-trans retinoid acid	4 h	1 replicate each
ARR01059	GSE29213	GSE29213	GSM722534	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	control	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01060	GSE29213	GSE29213	GSM722535	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	control	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01061	GSE29213	GSE29213	GSM722536	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	control	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01062	GSE29213	GSE29213	GSM722537	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	control	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01063	GSE29213	GSE29213	GSM722538	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	activating	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01064	GSE29213	GSE29213	GSM722539	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	activating	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01065	GSE29213	GSE29213	GSM722540	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	activating	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01066	GSE29213	GSE29213	GSM722541	GPL10332	linear	raw	NA	RAR	NB4 leukemia cells	activating	treated with 10nM retinoid acid	4 h	4 replicates each, contain control vector
ARR01067	GSE22298	GSE22298a	GSM555039	GPL571	log	raw	CELS/GSE22298/GSM555039.CEL	RAR	primary epidermal karatinocytes	control	treated with 1µM all-trans retinoid acid	1 h	1 replicate each, part of time series, time resolved controls
ARR01068	GSE22298	GSE22298a	GSM555044	GPL571	log	raw	CELS/GSE22298/GSM555044.CEL	RAR	primary epidermal karatinocytes	activating	treated with 1µM all-trans retinoid acid	1 h	1 replicate each, part of time series, time resolved controls
ARR01069	GSE6521	GSE6521c	GSM149913	GPL570	linear	raw	CELS/GSE6521/GSM149913.CEL	PI3K	MCF-7 breast cancer cells	control	Treatment with U0126 (MEK inhibitor) + HRG (heregulin ErbB3 Ligand)	1.5 h	besides PI3K also all non Raf Ras targets activated
ARR01070	GSE6521	GSE6521c	GSM149935	GPL570	linear	raw	CELS/GSE6521/GSM149935.CEL	PI3K	MCF-7 breast cancer cells	activating	Treatment with U0126 (MEK inhibitor) + HRG (heregulin ErbB3 Ligand)	1.5 h	besides PI3K also all non Raf Ras targets activated
ARR01071	GSE10086	GSE10086a	GSM254931	GPL571	log	raw	CELS/GSE10086/GSM254931.CEL	PI3K	MDA468 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01072	GSE10086	GSE10086a	GSM254932	GPL571	log	raw	CELS/GSE10086/GSM254932.CEL	PI3K	MDA468 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01073	GSE6521	GSE6521b	GSM149913	GPL570	linear	raw	CELS/GSE6521/GSM149913.CEL	PI3K	MCF-7 breast cancer cells	control	Treatment with U0126 (MEK inhibitor) + HRG (heregulin ErbB3 Ligand)	0.75 h	besides PI3K also all non Raf Ras targets activated
ARR01074	GSE6521	GSE6521b	GSM149933	GPL570	linear	raw	CELS/GSE6521/GSM149933.CEL	PI3K	MCF-7 breast cancer cells	activating	Treatment with U0126 (MEK inhibitor) + HRG (heregulin ErbB3 Ligand)	0.75 h	besides PI3K also all non Raf Ras targets activated
ARR01075	GSE7562	GSE7562b	GSM183436	GPL570	linear	raw	CELS/GSE7562/GSM183436.CEL	PI3K	HCC827	control	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01076	GSE7562	GSE7562b	GSM183437	GPL570	linear	raw	CELS/GSE7562/GSM183437.CEL	PI3K	HCC827	control	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01077	GSE7562	GSE7562b	GSM183438	GPL570	linear	raw	CELS/GSE7562/GSM183438.CEL	PI3K	HCC827	activating	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01078	GSE7562	GSE7562b	GSM183439	GPL570	linear	raw	CELS/GSE7562/GSM183439.CEL	PI3K	HCC827	activating	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01079	GSE7562	GSE7562a	GSM183432	GPL570	linear	raw	CELS/GSE7562/GSM183432.CEL	PI3K	A431	control	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01080	GSE7562	GSE7562a	GSM183433	GPL570	linear	raw	CELS/GSE7562/GSM183433.CEL	PI3K	A431	control	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01081	GSE7562	GSE7562a	GSM183434	GPL570	linear	raw	CELS/GSE7562/GSM183434.CEL	PI3K	A431	activating	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01082	GSE7562	GSE7562a	GSM183435	GPL570	linear	raw	CELS/GSE7562/GSM183435.CEL	PI3K	A431	activating	PTEN hcRNA knockdown	not specified (until log Phase)	comment
ARR01083	GSE26599	GSE26599	GSM654640	GPL570	log	raw	CELS/GSE26599/GSM654640.CEL	PI3K	HB4a cells	control	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01084	GSE26599	GSE26599	GSM654641	GPL570	log	raw	CELS/GSE26599/GSM654641.CEL	PI3K	HB4a cells	control	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01085	GSE26599	GSE26599	GSM654642	GPL570	log	raw	CELS/GSE26599/GSM654642.CEL	PI3K	HB4a cells	control	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01086	GSE26599	GSE26599	GSM654643	GPL570	log	raw	CELS/GSE26599/GSM654643.CEL	PI3K	HB4a cells	control	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01087	GSE26599	GSE26599	GSM654644	GPL570	log	raw	CELS/GSE26599/GSM654644.CEL	PI3K	HB4a cells	control	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01088	GSE26599	GSE26599	GSM654650	GPL570	log	raw	CELS/GSE26599/GSM654650.CEL	PI3K	HB4a cells	inhibiting	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01089	GSE26599	GSE26599	GSM654651	GPL570	log	raw	CELS/GSE26599/GSM654651.CEL	PI3K	HB4a cells	inhibiting	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01090	GSE26599	GSE26599	GSM654652	GPL570	log	raw	CELS/GSE26599/GSM654652.CEL	PI3K	HB4a cells	inhibiting	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01091	GSE26599	GSE26599	GSM654653	GPL570	log	raw	CELS/GSE26599/GSM654653.CEL	PI3K	HB4a cells	inhibiting	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01092	GSE26599	GSE26599	GSM654654	GPL570	log	raw	CELS/GSE26599/GSM654654.CEL	PI3K	HB4a cells	inhibiting	treated with rapamycin	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway
ARR01093	GSE7403	GSE7403f	GSM178590	GPL96	linear	raw	CELS/GSE7403/GSM178590.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	control	PDGF treatment with 60 min prior U0126 treatment	2 h	none
ARR01094	GSE7403	GSE7403f	GSM178591	GPL96	linear	raw	CELS/GSE7403/GSM178591.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	control	PDGF treatment with 60 min prior U0126 treatment	2 h	none
ARR01095	GSE7403	GSE7403f	GSM178586	GPL96	linear	raw	CELS/GSE7403/GSM178586.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	2 h	none
ARR01096	GSE7403	GSE7403f	GSM178587	GPL96	linear	raw	CELS/GSE7403/GSM178587.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	2 h	none
ARR01097	GSE10086	GSE10086h	GSM254945	GPL571	log	raw	CELS/GSE10086/GSM254945.CEL	PI3K	MALME3M cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01098	GSE10086	GSE10086h	GSM254946	GPL571	log	raw	CELS/GSE10086/GSM254946.CEL	PI3K	MALME3M cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01099	GSE10086	GSE10086i	GSM254947	GPL571	log	raw	CELS/GSE10086/GSM254947.CEL	PI3K	SKMEL1 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01100	GSE10086	GSE10086i	GSM254948	GPL571	log	raw	CELS/GSE10086/GSM254948.CEL	PI3K	SKMEL1 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01101	GSE7403	GSE7403b	GSM178575	GPL96	linear	raw	CELS/GSE7403/GSM178575.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	control	PDGF treatment with 60 min prior U0126 treatment	0.5 h	none
ARR01102	GSE7403	GSE7403b	GSM178576	GPL96	linear	raw	CELS/GSE7403/GSM178576.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	control	PDGF treatment with 60 min prior U0126 treatment	0.5 h	none
ARR01103	GSE7403	GSE7403b	GSM178571	GPL96	linear	raw	CELS/GSE7403/GSM178571.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	0.5 h	none
ARR01104	GSE7403	GSE7403b	GSM178572	GPL96	linear	raw	CELS/GSE7403/GSM178572.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	0.5 h	none
ARR01105	GSE10086	GSE10086d	GSM254937	GPL571	log	raw	CELS/GSE10086/GSM254937.CEL	PI3K	BT474 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01106	GSE10086	GSE10086d	GSM254938	GPL571	log	raw	CELS/GSE10086/GSM254938.CEL	PI3K	BT474 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01107	GSE10086	GSE10086b	GSM254933	GPL571	log	raw	CELS/GSE10086/GSM254933.CEL	PI3K	H1650 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01108	GSE10086	GSE10086b	GSM254934	GPL571	log	raw	CELS/GSE10086/GSM254934.CEL	PI3K	H1650 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01109	GSE10086	GSE10086f	GSM254941	GPL571	log	raw	CELS/GSE10086/GSM254941.CEL	PI3K	COLO205 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01110	GSE10086	GSE10086f	GSM254942	GPL571	log	raw	CELS/GSE10086/GSM254942.CEL	PI3K	COLO205 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01111	GSE3737	GSE3737	GSM86082	GPL96	linear	raw	CELS/GSE3737/GSM86082.CEL	PI3K	PC3 (prostate cancer cell)	control	treatment with arachidonic acid (AA) should activate PI3K	2 h	none
ARR01112	GSE3737	GSE3737	GSM86085	GPL96	linear	raw	CELS/GSE3737/GSM86085.CEL	PI3K	PC3 (prostate cancer cell)	activating	treatment with arachidonic acid (AA) should activate PI3K	2 h	none
ARR01113	GSE3737	GSE3737	GSM86086	GPL96	linear	raw	CELS/GSE3737/GSM86086.CEL	PI3K	PC3 (prostate cancer cell)	activating	treatment with arachidonic acid (AA) should activate PI3K	2 h	none
ARR01114	GSE10086	GSE10086k	GSM254951	GPL571	log	raw	CELS/GSE10086/GSM254951.CEL	PI3K	SKMEL19 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01115	GSE10086	GSE10086k	GSM254952	GPL571	log	raw	CELS/GSE10086/GSM254952.CEL	PI3K	SKMEL19 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01116	GSE14934	GSE14934c	GSM373089	GPL571	linear	raw	CELS/GSE14934/GSM373089.CEL	PI3K	HEK-HT (kidney)	control	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01117	GSE14934	GSE14934c	GSM373094	GPL571	linear	raw	CELS/GSE14934/GSM373094.CEL	PI3K	HEK-HT (kidney)	control	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01118	GSE14934	GSE14934c	GSM373099	GPL571	linear	raw	CELS/GSE14934/GSM373099.CEL	PI3K	HEK-HT (kidney)	control	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01119	GSE14934	GSE14934c	GSM373104	GPL571	linear	raw	CELS/GSE14934/GSM373104.CEL	PI3K	HEK-HT (kidney)	control	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01120	GSE14934	GSE14934c	GSM373109	GPL571	linear	raw	CELS/GSE14934/GSM373109.CEL	PI3K	HEK-HT (kidney)	control	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01121	GSE14934	GSE14934c	GSM373093	GPL571	linear	raw	CELS/GSE14934/GSM373093.CEL	PI3K	HEK-HT (kidney)	activating	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01122	GSE14934	GSE14934c	GSM373098	GPL571	linear	raw	CELS/GSE14934/GSM373098.CEL	PI3K	HEK-HT (kidney)	activating	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01123	GSE14934	GSE14934c	GSM373103	GPL571	linear	raw	CELS/GSE14934/GSM373103.CEL	PI3K	HEK-HT (kidney)	activating	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01124	GSE14934	GSE14934c	GSM373108	GPL571	linear	raw	CELS/GSE14934/GSM373108.CEL	PI3K	HEK-HT (kidney)	activating	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01125	GSE14934	GSE14934c	GSM373113	GPL571	linear	raw	CELS/GSE14934/GSM373113.CEL	PI3K	HEK-HT (kidney)	activating	Ras (G12V,Y40C) activation mutants	not specified	mutants said to be mostly activating PI3K
ARR01126	GSE10086	GSE10086g	GSM254943	GPL571	log	raw	CELS/GSE10086/GSM254943.CEL	PI3K	HT29 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01127	GSE10086	GSE10086g	GSM254944	GPL571	log	raw	CELS/GSE10086/GSM254944.CEL	PI3K	HT29 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01128	GSE17785	GSE17785b	GSM443978	GPL570	log	normalized	CELS/GSE17785/GSM443978.CEL	PI3K	MCF10A cells	control	treated with GDC-0941. a PI3K inhibitor	4 h	3 replicates each
ARR01129	GSE17785	GSE17785b	GSM443979	GPL570	log	normalized	CELS/GSE17785/GSM443979.CEL	PI3K	MCF10A cells	control	treated with GDC-0941. a PI3K inhibitor	4 h	3 replicates each
ARR01130	GSE17785	GSE17785b	GSM443980	GPL570	log	normalized	CELS/GSE17785/GSM443980.CEL	PI3K	MCF10A cells	control	treated with GDC-0941. a PI3K inhibitor	4 h	3 replicates each
ARR01131	GSE17785	GSE17785b	GSM443981	GPL570	log	normalized	CELS/GSE17785/GSM443981.CEL	PI3K	MCF10A cells	inhibiting	treated with GDC-0941. a PI3K inhibitor	4 h	3 replicates each
ARR01132	GSE17785	GSE17785b	GSM443982	GPL570	log	normalized	CELS/GSE17785/GSM443982.CEL	PI3K	MCF10A cells	inhibiting	treated with GDC-0941. a PI3K inhibitor	4 h	3 replicates each
ARR01133	GSE17785	GSE17785b	GSM443983	GPL570	log	normalized	CELS/GSE17785/GSM443983.CEL	PI3K	MCF10A cells	inhibiting	treated with GDC-0941. a PI3K inhibitor	4 h	3 replicates each
ARR01134	GSE17785	GSE17785a	GSM443978	GPL570	log	normalized	CELS/GSE17785/GSM443978.CEL	PI3K	MCF10A cells	control	PI3K activated mutants	not indicated	3 replicates each
ARR01135	GSE17785	GSE17785a	GSM443979	GPL570	log	normalized	CELS/GSE17785/GSM443979.CEL	PI3K	MCF10A cells	control	PI3K activated mutants	not indicated	3 replicates each
ARR01136	GSE17785	GSE17785a	GSM443980	GPL570	log	normalized	CELS/GSE17785/GSM443980.CEL	PI3K	MCF10A cells	control	PI3K activated mutants	not indicated	3 replicates each
ARR01137	GSE17785	GSE17785a	GSM443984	GPL570	log	normalized	CELS/GSE17785/GSM443984.CEL	PI3K	MCF10A cells	activating	PI3K activated mutants	not indicated	3 replicates each
ARR01138	GSE17785	GSE17785a	GSM443985	GPL570	log	normalized	CELS/GSE17785/GSM443985.CEL	PI3K	MCF10A cells	activating	PI3K activated mutants	not indicated	3 replicates each
ARR01139	GSE17785	GSE17785a	GSM443986	GPL570	log	normalized	CELS/GSE17785/GSM443986.CEL	PI3K	MCF10A cells	activating	PI3K activated mutants	not indicated	3 replicates each
ARR01140	GSE7562	GSE7562c	GSM183440	GPL570	linear	raw	CELS/GSE7562/GSM183440.CEL	PI3K	SKBR3	control	PTEN hcRNA knockdown	not specified (until log Phase)	none
ARR01141	GSE7562	GSE7562c	GSM183441	GPL570	linear	raw	CELS/GSE7562/GSM183441.CEL	PI3K	SKBR3	control	PTEN hcRNA knockdown	not specified (until log Phase)	none
ARR01142	GSE7562	GSE7562c	GSM183442	GPL570	linear	raw	CELS/GSE7562/GSM183442.CEL	PI3K	SKBR3	activating	PTEN hcRNA knockdown	not specified (until log Phase)	none
ARR01143	GSE7562	GSE7562c	GSM183443	GPL570	linear	raw	CELS/GSE7562/GSM183443.CEL	PI3K	SKBR3	activating	PTEN hcRNA knockdown	not specified (until log Phase)	none
ARR01144	GSE10086	GSE10086c	GSM254935	GPL571	log	raw	CELS/GSE10086/GSM254935.CEL	PI3K	A431 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01145	GSE10086	GSE10086c	GSM254936	GPL571	log	raw	CELS/GSE10086/GSM254936.CEL	PI3K	A431 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01146	GSE10086	GSE10086l	GSM254953	GPL571	log	raw	CELS/GSE10086/GSM254953.CEL	PI3K	SKMEL28 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01147	GSE10086	GSE10086l	GSM254954	GPL571	log	raw	CELS/GSE10086/GSM254954.CEL	PI3K	SKMEL28 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01148	GSE10086	GSE10086e	GSM254939	GPL571	log	raw	CELS/GSE10086/GSM254939.CEL	PI3K	SKBR3 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01149	GSE10086	GSE10086e	GSM254940	GPL571	log	raw	CELS/GSE10086/GSM254940.CEL	PI3K	SKBR3 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01150	GSE7403	GSE7403h	GSM178606	GPL96	linear	raw	CELS/GSE7403/GSM178606.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	control	PDGF treatment with 60 min prior U0126 treatment	4 h	none
ARR01151	GSE7403	GSE7403h	GSM178607	GPL96	linear	raw	CELS/GSE7403/GSM178607.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	control	PDGF treatment with 60 min prior U0126 treatment	4 h	none
ARR01152	GSE7403	GSE7403h	GSM178602	GPL96	linear	raw	CELS/GSE7403/GSM178602.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	4 h	none
ARR01153	GSE7403	GSE7403h	GSM178603	GPL96	linear	raw	CELS/GSE7403/GSM178603.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	4 h	none
ARR01154	GSE7403	GSE7403d	GSM178583	GPL96	linear	raw	CELS/GSE7403/GSM178583.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	control	PDGF treatment with 60 min prior U0126 treatment	1 h	none
ARR01155	GSE7403	GSE7403d	GSM178579	GPL96	linear	raw	CELS/GSE7403/GSM178579.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	1 h	none
ARR01156	GSE7403	GSE7403d	GSM178580	GPL96	linear	raw	CELS/GSE7403/GSM178580.CEL	PI3K	SH-SY5Y (Neuroblastoma cells)	activating	PDGF treatment with 60 min prior U0126 treatment	1 h	none
ARR01157	GSE10086	GSE10086j	GSM254949	GPL571	log	raw	CELS/GSE10086/GSM254949.CEL	PI3K	SKMEL5 cells	control	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01158	GSE10086	GSE10086j	GSM254950	GPL571	log	raw	CELS/GSE10086/GSM254950.CEL	PI3K	SKMEL5 cells	activating	treated with PD0325901, MEK inhibitor	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines
ARR01159	GSE9988	GSE9988j	GSM252476	GPL570	linear	raw	CELS/GSE9988/GSM252476.CEL	NFkB	Human monocytes (donor 11)	control	treated with LPS	2 h	10 anonymous donors in this set
ARR01160	GSE9988	GSE9988j	GSM252453	GPL570	linear	raw	CELS/GSE9988/GSM252453.CEL	NFkB	Human monocytes (donor 11)	activating	treated with LPS	2 h	10 anonymous donors in this set
ARR01161	GSE3037	GSE3037e	GSM66871	GPL96	log	raw	NA	NFkB	primary periphal blood neutrophils	control	treated with LPS	1 h	1 replicate each, 8 individuals
ARR01162	GSE3037	GSE3037e	GSM66887	GPL96	log	raw	NA	NFkB	primary periphal blood neutrophils	activating	treated with LPS	1 h	1 replicate each, 8 individuals
ARR01163	GSE3491	GSE3491a	GSM78606	GPL8300	log	raw	NA	NFkB	GENDER: MALE TISSUE: WHOLE BLOOD LPS RESPONSE: HIGH	control	treated with LPS 10 NG/ML	4 h	three patients with high LPS response rate
ARR01164	GSE3491	GSE3491a	GSM78607	GPL8300	log	raw	NA	NFkB	GENDER: MALE TISSUE: WHOLE BLOOD LPS RESPONSE: HIGH	activating	treated with LPS 10 NG/ML	4 h	three patients with high LPS response rate
ARR01165	GSE4748	GSE4748	GSM107453	GPL570	log	raw	NA	NFkB	Monocyte derived dendritic cells	control	treated with LPS 0.5 �g/ml	3 h	comment
ARR01166	GSE4748	GSE4748	GSM107458	GPL570	log	raw	NA	NFkB	Monocyte derived dendritic cells	control	treated with LPS 0.5 �g/ml	3 h	comment
ARR01167	GSE4748	GSE4748	GSM107455	GPL570	log	raw	NA	NFkB	Monocyte derived dendritic cells	activating	treated with LPS 0.5 �g/ml	3 h	comment
ARR01168	GSE4748	GSE4748	GSM107460	GPL570	log	raw	NA	NFkB	Monocyte derived dendritic cells	activating	treated with LPS 0.5 �g/ml	3 h	comment
ARR01169	GSE8190	GSE8190a	GSM202420	GPL1708	linear	raw	NA	NFkB	epithelial cells	control	treated with LPS	4 h	2 replicates each, 14 individuals
ARR01170	GSE8190	GSE8190a	GSM202421	GPL1708	linear	raw	NA	NFkB	epithelial cells	control	treated with LPS	4 h	2 replicates each, 14 individuals
ARR01171	GSE8190	GSE8190a	GSM202416	GPL1708	linear	raw	NA	NFkB	epithelial cells	activating	treated with LPS	4 h	2 replicates each, 14 individuals
ARR01172	GSE8190	GSE8190a	GSM202417	GPL1708	linear	raw	NA	NFkB	epithelial cells	activating	treated with LPS	4 h	2 replicates each, 14 individuals
