id	pathway	cells	BTO	treatment	effect	time	comment	GSE	norm	GPL
GSE17785a	PI3K	breast	BTO:0001939	PI3K activated mutants	activating	not indicated	3 replicates each	GSE17785	normalized	GPL570
GSE17785b	PI3K	breast	BTO:0001939	treated with GDC-0941. a PI3K inhibitor	inhibiting	4 h	3 replicates each	GSE17785	normalized	GPL570
GSE26599	PI3K	breast	BTO:0003893	treated with rapamycin	inhibiting	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway	GSE26599	none	GPL570
GSE3737	PI3K	whole body	BTO:0001061	treatment with arachidonic acid (AA) should activate PI3K	activating	2 h	sveral microarrays! the ones taken from the same timeand microarray batch	GSE3737	log	GPL96
GSE7403b	PI3K	nervous system	BTO:0000793	PDGF treatment with 60 min prior U0126 treatment	activating	0.5 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE7403d	PI3K	nervous system	BTO:0000793	PDGF treatment with 60 min prior U0126 treatment	activating	1 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE7403f	PI3K	nervous system	BTO:0000793	PDGF treatment with 60 min prior U0126 treatment	activating	2 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE7403h	PI3K	nervous system	BTO:0000793	PDGF treatment with 60 min prior U0126 treatment	activating	4 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE7562a	PI3K	skin	BTO:0000017	PTEN hcRNA knockdown	activating	not specified (until log Phase)		GSE7562	log	GPL570
GSE7562b	PI3K	lung	BTO:0004082	PTEN hcRNA knockdown	activating	not specified (until log Phase)		GSE7562	log	GPL570
GSE7562c	PI3K	breast	BTO:0002419	PTEN hcRNA knockdown	activating	not specified (until log Phase)		GSE7562	log	GPL570
GSE15483a	PPAR	cardiovascular system	BTO:0001949	treated with 25 µmol fenofibrate, a PPARa ligand	activating	2 h	3 replicates each, timeseries	GSE15483	normalized	GPL4044
GSE15483b	PPAR	cardiovascular system	BTO:0001949	treated with 25 µmol fenofibrate, a PPARa ligand	activating	4 h	3 replicates each, timeseries	GSE15483	normalized	GPL4044
GSE15483c	PPAR	cardiovascular system	BTO:0001949	treated with 25 µmol fenofibrate, a PPARa ligand	activating	6 h	3 replicates each, timeseries	GSE15483	normalized	GPL4044
GSE16385a	PPAR	leukocyte	BTO:0000876	treated with 1mM rosiglitazone, a PPARg agonist	activating	4 h	1 replicate each, differently activated macrophages	GSE16385	normalized	GPL570
GSE16385b	PPAR	leukocyte	BTO:0000876	treated with 1mM rosiglitazone, a PPARg agonist	activating	4 h	1 replicate each, differently activated macrophages	GSE16385	normalized	GPL570
GSE16385c	PPAR	leukocyte	BTO:0000876	treated with 1mM rosiglitazone, a PPARg agonist	activating	4 h	1 replicate each, differently activated macrophages	GSE16385	normalized	GPL570
GSE16386a	PPAR	leukocyte	BTO:0000876	treated with 100 ng/ml rosiglitazone, a PPARg agonist	activating	6 h	2 replicates each, 2 donors	GSE16386	normalized	GPL570
GSE16386b	PPAR	leukocyte	BTO:0000876	treated with 100 ng/ml rosiglitazone, a PPARg agonist	activating	6 h	2 replicates each, 2 donors	GSE16386	normalized	GPL570
GSE17251a	PPAR	liver	BTO:0000575	treated with 50µM Wy14643, a PPARa agonist	activating	6 h	1 replicate each, 6 donors	GSE17251	log	GPL570
GSE17251b	PPAR	liver	BTO:0000575	treated with 50µM Wy14643, a PPARa agonist	activating	6 h	1 replicate each, 6 donors	GSE17251	log	GPL570
GSE17251c	PPAR	liver	BTO:0000575	treated with 50µM Wy14643, a PPARa agonist	activating	6 h	1 replicate each, 6 donors	GSE17251	log	GPL570
GSE17251d	PPAR	liver	BTO:0000575	treated with 50µM Wy14643, a PPARa agonist	activating	6 h	1 replicate each, 6 donors	GSE17251	log	GPL570
GSE17251e	PPAR	liver	BTO:0000575	treated with 50µM Wy14643, a PPARa agonist	activating	6 h	1 replicate each, 6 donors	GSE17251	log	GPL570
GSE17251f	PPAR	liver	BTO:0000575	treated with 50µM Wy14643, a PPARa agonist	activating	6 h	1 replicate each, 6 donors	GSE17251	log	GPL570
GSE25547	PPAR	liver	BTO:0000599	treated with 100nM GW7647, a PPARa agonist	activating	6 h	3 replicates each	GSE25547	log	GPL570
GSE5258PPAR	PPAR	breast	BTO:0000093	treated with 10µM rosiglitazone, a PPARg agonist	activating	6 h	2 replicates each	GSE5258	none	GPL3921
GSE8658a	PPAR	blood	BTO:0002900	treated with 1µM rosiglitazone, a PPARg agonist	activating	6 h	1 replicate each, 6 donors	GSE8658	none	GPL570
GSE8658b	PPAR	blood	BTO:0002900	treated with 1µM rosiglitazone, a PPARg agonist	activating	6 h	1 replicate each, 6 donors	GSE8658	none	GPL570
GSE8658c	PPAR	blood	BTO:0002900	treated with 1µM rosiglitazone, a PPARg agonist	activating	6 h	1 replicate each, 6 donors	GSE8658	none	GPL570
GSE8658d	PPAR	blood	BTO:0002900	treated with 1µM rosiglitazone, a PPARg agonist	activating	6 h	1 replicate each, 6 donors	GSE8658	none	GPL570
GSE8658e	PPAR	blood	BTO:0002900	treated with 1µM rosiglitazone, a PPARg agonist	activating	6 h	1 replicate each, 6 donors	GSE8658	none	GPL570
GSE8658f	PPAR	blood	BTO:0002900	treated with 1µM rosiglitazone, a PPARg agonist	activating	6 h	1 replicate each, 6 donors	GSE8658	none	GPL570
GSE14426a	RAR	whole body	BTO:0000183	treated with 1µM all-trans retinoid acid	activating	0.5 h	3 replicates each, part of timeseries, timeresolved controls	GSE14426	normalized	GPL6102
GSE14426b	RAR	whole body	BTO:0000183	treated with 1µM all-trans retinoid acid	activating	4 h	3 replicates each, part of timeseries, timeresolved controls	GSE14426	normalized	GPL6102
GSE14500a	RAR	leukocyte	BTO:0000738	treated with 1µM all-trans retinoid acid	activating	2 h	1 replicate each, part of timeseries, timerespective control	GSE14500	log	GPL8300
GSE14500b	RAR	leukocyte	BTO:0000738	treated with 1µM all-trans retinoid acid	activating	4 h	1 replicate each, part of timeseries, timerespective control	GSE14500	log	GPL8300
GSE19201	RAR	leukocyte	BTO:0002136	treated with all-trans retinoid acid	activating	4 h	1 replicate each	GSE19201	normalized	GPL570
GSE22298a	RAR	skin	BTO:0000667	treated with 1µM all-trans retinoid acid	activating	1 h	1 replicate each, part of timeseries, timeresolved controls	GSE22298	none	GPL571
GSE22298b	RAR	skin	BTO:0000667	treated with 1µM all-trans retinoid acid	activating	4 h	1 replicate each, part of timeseries, timeresolved controls	GSE22298	none	GPL571
GSE24731	RAR	leukocyte	BTO:0000738	treated with 100nM retinoid acid	activating	4 h	4 replicates each, contain control vector	GSE24731	log	GPL4133
GSE29213	RAR	leukocyte	BTO:0002136	treated with 10nM retinoid acid	activating	4 h	4 replicates each, contain control vector	GSE29213	log	GPL10332
GSE13837a1	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	1 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837a2	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	2 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837a3	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	4 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837b1	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	1 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837b2	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	2 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837b3	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	4 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837c1	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	1 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837c2	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	2 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837c3	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	4 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837d1	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	1 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837d2	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	2 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837d3	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	4 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837e1	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	1 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837e2	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	2 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE13837e3	TGFb	connective tissue	BTO:0001336	treated with 10ng/ml TGF-beta	activating	4 h	1 replicate each, part of timeseries, several patients	GSE13837	none	GPL570
GSE14491	TGFb	breast	BTO:0000815	treated with 5µg/ml TGF-beta	activating	3 h	4 replicate each, transfected with shGFP	GSE14491	log	GPL570
GSE1724	TGFb	lung	BTO:0000764	treated with 4 ng/ml TGF-beta	activating	4 h	3 replicates each	GSE1724	none	GPL8300
GSE17708a	TGFb	lung	BTO:0000018	treated with 5ng/ml TGF-beta	activating	0.5 h	3 replicates each, part of timeseries	GSE17708	log	GPL570
GSE17708b	TGFb	lung	BTO:0000018	treated with 5ng/ml TGF-beta	activating	1 h	3 replicates each, part of timeseries	GSE17708	log	GPL570
GSE17708c	TGFb	lung	BTO:0000018	treated with 5ng/ml TGF-beta	activating	2 h	3 replicates each, part of timeseries	GSE17708	log	GPL570
GSE17708d	TGFb	lung	BTO:0000018	treated with 5ng/ml TGF-beta	activating	4 h	3 replicates each, part of timeseries	GSE17708	log	GPL570
GSE17860	TGFb	bone	BTO:0004324	treated with 10ng/ml TGF-beta	activating	6 h	3 replicates each	GSE17860	log	GPL4133
GSE1802a	TGFb	blood	BTO:0004053	treated with TGF-beta	activating	2 h	3 replicates each, part of timeseries	GSE1802	none	GPL96
GSE1802b	TGFb	blood	BTO:0004053	treated with TGF-beta	activating	4 h	4 replicates each, part of timeseries	GSE1802	none	GPL96
GSE1805a	TGFb	leukocyte	BTO:0005491	treated with 10 ng/ml TGF-beta	activating	2 h	3 replicates each, part of timeseries	GSE1805	none	GPL8300
GSE1805b	TGFb	leukocyte	BTO:0005491	treated with TGF-beta	activating	4 h	2 replicates each, part of timeseries	GSE1805	none	GPL8300
GSE23935a	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935b	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935c	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935d	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935e	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935f	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935g	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935h	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935i	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935j	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE23935k	TGFb	brain	BTO:0000527	treated with LY2109761, TGF-beta receptor inhibitor	inhibiting	3 h	1 replicate each	GSE23935	none	GPL570
GSE27526	TGFb	whole body	BTO:0002549	treated with 10ng/ml TGF-beta1	activating	3 h	3 replicates each	GSE27526	log	GPL570
GSE28590	TGFb	liver	BTO:0000599	treated with 3ng/ml TGF-beta	activating	1.5 h	1 replicate each	GSE28590	none	GPL570
GSE30004a	TGFb	cardiovascular system	BTO:0001431	treated with 1ng/ml TGF-beta	activating	6 h	3 replicates each	GSE30004	none	GPL6244
GSE30004b	TGFb	cardiovascular system	BTO:0001431	treated with 1ng/ml TGF-beta	activating	6 h	3 replicates each	GSE30004	none	GPL6244
GSE30004c	TGFb	cardiovascular system	BTO:0001431	treated with 1ng/ml TGF-beta	activating	6 h	3 replicates each	GSE30004	none	GPL6244
GSE5150a	TGFb	blood	BTO:0000725	treated with TGF-beta	activating	2 h	1 replicate each, part of timeseries	GSE5150	none	GPL8300
GSE5150b	TGFb	blood	BTO:0000725	treated with TGF-beta	activating	4 h	1 replicate each, part of timeseries	GSE5150	none	GPL8300
GSE5151	TGFb	blood	BTO:0002042	treated with 10 ng/ml TGF-beta1	activating	4 h	1 replicate	GSE5151	none	GPL8300
GSE6653a	TGFb	skin	BTO:0004130	treated with TGF-beta1	activating	3 h	2 replicates each, part of timeseries	GSE6653	none	GPL570
GSE6653b	TGFb	skin	BTO:0004130	treated with TGF-beta1	activating	6 h	2 replicates each, part of timeseries	GSE6653	none	GPL570
GSE8730a	TGFb	whole body	BTO:0001769	treated with TGF-beta1	activating	1 h	1 replicate	GSE8730	none	GPL570
GSE8730b	TGFb	whole body	BTO:0000339	treated with TGF-beta1	activating	1 h	1 replicate, part of timeseries	GSE8730	none	GPL96
GSE8730c	TGFb	whole body	BTO:0000339	treated with TGF-beta1	activating	5 h	1 replicate, part of timeseries	GSE8730	none	GPL96
GSE11115	TNFa	bone	BTO:0001938	treated with TNFa	activating	1h h	3-4 replicates each, doxycyline induction of ER expression	GSE11115	none	GPL96
GSE13206a	TNFa	skin	BTO:0000567	treated with 5 ng/ml TNFa	activating	1.5 h	1 replicate each, part of timeseries, shControl transfected	GSE13206	log	GPL7490
GSE13206b	TNFa	skin	BTO:0000567	treated with 5 ng/ml TNFa	activating	6 h	1 replicate each, part of timeseries, shControl transfected	GSE13206	log	GPL7490
GSE13837a	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	1 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837b	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	2 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837c	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	4 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837d	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	1 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837e	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	2 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837f	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	4 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837g	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	1 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837h	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	2 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837i	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	4 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837j	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	1 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837k	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	2 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837l	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	4 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837m	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	1 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837n	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	2 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837o	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	4 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837p	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	1 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837q	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	2 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE13837r	TNFa	connective tissue	BTO:0001336	treated with TNFa 10 ng/ml	activating	4 h	always compared to the 0 h timepoint	GSE13837	log	GPL570
GSE1474a	TNFa	whole body	BTO:0000195	treated with TNFa	activating	4 h	3 replicates each	GSE1474	nolog	GPL96
GSE1474b	TNFa	whole body	BTO:0002032	treated with TNFa	activating	4 h	3 replicates each	GSE1474	nolog	GPL96
GSE1541a	TNFa	lung	BTO:0000018	treated with TNFa 20 ng/ml	activating	1 h		GSE1541	log	GPL201
GSE1541b	TNFa	lung	BTO:0000018	treated with TNFa 20 ng/ml	activating	4 h		GSE1541	log	GPL201
GSE16251aTNFa	TNFa	blood	BTO:0001025	treated with TNFa	activating	0.5 h	1 replicate each, part of timeseries, timerespective control	GSE16251	log	GPL8601
GSE16251bTNFa	TNFa	blood	BTO:0001025	treated with TNFa	activating	1 h	1 replicate each, part of timeseries, timerespective control	GSE16251	log	GPL8601
GSE16251cTNFa	TNFa	blood	BTO:0001025	treated with TNFa	activating	4 h	1 replicate each, part of timeseries, timerespective control	GSE16251	log	GPL8601
GSE16650	TNFa	lung	BTO:0002923	treated with TNFa 20 ng/ml	activating	4 h	2 replicates each	GSE16650	nolog	GPL570
GSE21727TNFa	TNFa	bone	BTO:0001700	treated with TNFa	activating	2 h	3 replicates each, timerespective control	GSE21727	normalized	GPL6104
GSE22807	TNFa	whole body	BTO:0001332	treated with 10 ng/ml TNFa	activating	1.5 h	2 replicates each	GSE22807	none	GPL6244
GSE2489a	TNFa	skin	BTO:0000667	treated with TNFa	activating	1 h		GSE2489	log	GPL8300
GSE2489b	TNFa	skin	BTO:0000667	treated with TNFa	activating	4 h		GSE2489	log	GPL8300
GSE2624a	TNFa	skin	BTO:0000567	treated with TNFa 25ng/ml and Doxycyline (2 mg/ml) to take IKB-inhibition away	activating	1 h	mutant cell line	GSE2624	log	GPL8300
GSE2624b	TNFa	skin	BTO:0000567	treated with TNFa 25ng/ml and Doxycyline (2 mg/ml) to take IKB-inhibition away	activating	3 h	mutant cell line	GSE2624	log	GPL8300
GSE2638	TNFa	breast	BTO:0002178	treated with 2ng/ml TNFa	activating	5 h	3 replicates each	GSE2638	none	GPL96
GSE2639	TNFa	cardiovascular system	BTO:0001949	treated with 2ng/ml TNFa	activating	5 h	4 replicates each	GSE2639	none	GPL96
GSE26868a	TNFa	skin	BTO:0000567	treated with 10 ng/ml TNFa	activating	2 h	2 replicates each, comparison 2 cell lines	GSE26868	log	GPL570
GSE26868b	TNFa	leukocyte	BTO:0001370	treated with 10 ng/ml TNFa	activating	2 h	3 replicates each, comparison 2 cell lines	GSE26868	log	GPL570
GSE27870a	TNFa	cardiovascular system	BTO:0001949	treatment with 10ng/ml TNFa	activating	1 h	3 replicates each, part of timeseries (1, 1.5, 2, 3, 4, 5, 6 h)	GSE27870	medianscaled	GPL4044
GSE27870b	TNFa	cardiovascular system	BTO:0001949	treatment with 10ng/ml TNFa	activating	1.5 h	3 replicates each, part of timeseries (1, 1.5, 2, 3, 4, 5, 6 h)	GSE27870	medianscaled	GPL4044
GSE27870c	TNFa	cardiovascular system	BTO:0001949	treatment with 10ng/ml TNFa	activating	2 h	3 replicates each, part of timeseries (1, 1.5, 2, 3, 4, 5, 6 h)	GSE27870	medianscaled	GPL4044
GSE27870d	TNFa	cardiovascular system	BTO:0001949	treatment with 10ng/ml TNFa	activating	3 h	3 replicates each, part of timeseries (1, 1.5, 2, 3, 4, 5, 6 h)	GSE27870	medianscaled	GPL4044
GSE27870e	TNFa	cardiovascular system	BTO:0001949	treatment with 10ng/ml TNFa	activating	4 h	3 replicates each, part of timeseries (1, 1.5, 2, 3, 4, 5, 6 h)	GSE27870	medianscaled	GPL4044
GSE27870f	TNFa	cardiovascular system	BTO:0001949	treatment with 10ng/ml TNFa	activating	5 h	3 replicates each, part of timeseries (1, 1.5, 2, 3, 4, 5, 6 h)	GSE27870	medianscaled	GPL4044
GSE27870g	TNFa	cardiovascular system	BTO:0001949	treatment with 10ng/ml TNFa	activating	6 h	3 replicates each, part of timeseries (1, 1.5, 2, 3, 4, 5, 6 h)	GSE27870	medianscaled	GPL4044
GSE28548	TNFa	kidney	BTO:0000007	treated with TNFa	activating	1 h	3 replicates each	GSE28548	normalized	GPL570
GSE516	TNFa	connective tissue	BTO:0004060	treated with TNFa	activating	4 h		GSE516	log	GPL8300
GSE8166	TNFa	cardiovascular system	BTO:0001949	treated with TNFa 1ng/ml cultured in M199 medium	activating	3 h		GSE8166	log	GPL570
GSE9055a	TNFa	cardiovascular system	BTO:0001949	treated with TNFa 10 ng/ml after 18 h serum starvation	activating	0.5 h	timeseries every 15 min until 8 h	GSE9055	log	GPL570
GSE9055b	TNFa	cardiovascular system	BTO:0001949	treated with TNFa 10 ng/ml after 18 h serum starvation	activating	1 h	timeseries every 15 min until 8 h	GSE9055	log	GPL570
GSE9055c	TNFa	cardiovascular system	BTO:0001949	treated with TNFa 10 ng/ml after 18 h serum starvation	activating	2 h	timeseries every 15 min until 8 h	GSE9055	log	GPL570
GSE9055d	TNFa	cardiovascular system	BTO:0001949	treated with TNFa 10 ng/ml after 18 h serum starvation	activating	4 h	timeseries every 15 min until 8 h	GSE9055	log	GPL570
GSE32441a	Trail	connective tissue	BTO:0001282	treated with 50 ng/ml TRAIL	activating	6 h	1 replicate each, control and treated cells were additionally treated with 0.25 µg/ml doxorubicin	GSE32441	none	GPL4133
GSE32441b	Trail	connective tissue	BTO:0001282	treated with 50 ng/ml TRAIL	activating	6 h	1 replicate each, control and treated cells were additionally treated with 4 µg/ml trabectedin	GSE32441	none	GPL4133
GSE32441c	Trail	connective tissue	BTO:0001282	treated with 50 ng/ml TRAIL	activating	6 h	1 replicate each, control and treated cells were additionally treated with 1.5 µg/ml mafosfamide	GSE32441	none	GPL4133
GSE8346	Trail	breast	BTO:0001211	treated with 1 µg/ml TRAIL	activating	4 h	4 replicates each, contain control vector, 3D culture	GSE8346	none	GPL571
GSE10778aVEGF	VEGF	cardiovascular system	BTO:0001949	treatment with 100ng VEGF	activating	30 min	timeseries (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSE10778	log	GPL96
GSE10778bVEGF	VEGF	cardiovascular system	BTO:0001949	treatment with 100ng VEGF	activating	1 h	timeseries (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSE10778	log	GPL96
GSE10778cVEGF	VEGF	cardiovascular system	BTO:0001949	treatment with 100ng VEGF	activating	2.5 h	timeseries (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSE10778	log	GPL96
GSE10778d	VEGF	cardiovascular system	BTO:0001949	treatment with 100ng VEGF	activating	30 min	timeseries (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSE10778	log	GPL97
GSE10778e	VEGF	cardiovascular system	BTO:0001949	treatment with 100ng VEGF	activating	1 h	timeseries (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSE10778	log	GPL97
GSE10778f	VEGF	cardiovascular system	BTO:0001949	treatment with 100ng VEGF	activating	2.5 h	timeseries (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSE10778	log	GPL97
GSE11228a	VEGF	lymphoid	BTO:0004167	treatment with VEGF-A165 (20ng/ml)	activating	1 h	timeseries (1, 4, 8, 24 h)	GSE11228	nolog	GPL2986
GSE11228b	VEGF	lymphoid	BTO:0004167	treatment with VEGF-A165 (20 ng/ml)	activating	4 h	timeseries (1, 4, 8, 24 h)	GSE11228	nolog	GPL2986
GSE11228c	VEGF	lymphoid	BTO:0004167	treatment with VEGF-C (500 ng/ml)	activating	1 h	timeseries (1, 4, 8, 24 h)	GSE11228	nolog	GPL2986
GSE11228d	VEGF	lymphoid	BTO:0004167	treatment with VEGF-C (500 ng/ml)	activating	4 h	timeseries (1, 4, 8, 24 h)	GSE11228	nolog	GPL2986
GSE15464a	VEGF	cardiovascular system	BTO:0001949	treated with 100ng/ml VEGF-A165	activating	30 min	1 replicate, part of timeseries	GSE15464	normalized	GPL570
GSE15464b	VEGF	cardiovascular system	BTO:0001949	treated with 100ng/ml VEGF-A165	activating	60 min	1 replicate, part of timeseries	GSE15464	normalized	GPL570
GSE15464c	VEGF	cardiovascular system	BTO:0001949	treated with 100ng/ml VEGF-A165	activating	150 min	1 replicate, part of timeseries	GSE15464	normalized	GPL570
GSE17777	VEGF	cardiovascular system	BTO:0002828	treated with 100pg/ml VEGF	activating	4 h	1 replicate	GSE17777	none	GPL570
GSE18913a	VEGF	cardiovascular system	BTO:0001949	treated with VEGF	activating	1 h	3 replicates, part of timeseries	GSE18913	none	GPL570
GSE18913b	VEGF	cardiovascular system	BTO:0001949	treated with VEGF	activating	4 h	3 replicates, part of timeseries	GSE18913	none	GPL570
GSE19335	VEGF	cardiovascular system	BTO:0001949	treated with 50ng/ml VEGF	activating	30 min	2 replicates	GSE19335	log	GPL6947
GSE3891a	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	30 min	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL96
GSE3891b	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	1 h	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL96
GSE3891c	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	2 h	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL96
GSE3891d	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	4 h	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL96
GSE3891e	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	30 min	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL97
GSE3891f	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	1 h	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL97
GSE3891g	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	2 h	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL97
GSE3891h	VEGF	cardiovascular system	BTO:0002828	VEGF treatment	activating	4 h	timeseries 30 min, 1, 2, 4 h (same Experiments for 2 Chips HG-U133 A and B)	GSE3891	log	GPL97
