,,,,,,PRCP,MXI1,,NRIP1,,NLE1,,,,,,,,,,,,,,,NEFH,U2AF1,,,,SLBP,SHCBP1,,,,IDE,ZBED2,HRSP12,,,,,PPP1R13L,ABCC1,,,,
,,,,,,PRIM1,EXOSC7,,NUAK2,,SF3B5,,,,,,,,,,,,,,,NES,UBE2N,,,,SLC27A2,CCDC102B,,,,ACTR1A,ZFP36L2,POP7,,,,,C1orf172,CYFIP2,,,,
,,,,,,PRKAB2,ZFP36L1,,OTUD4,,C11orf48,,,,,,,,,,,,,,,NFE2L3,UCK2,,,,SMARCA2,PRR5L,,,,CUL4B,ZNF277,PRSS16,,,,,NRG1,EBF2,,,,
,,,,,,PRKACB,HIST1H1E,,OXSR1,,PLS3,,,,,,,,,,,,,,,NHP2L1,VDAC3,,,,SMC3,C5orf44,,,,UBQLN1,,COX4NB,,,,,ZNF232,CTSL1,,,,
,,,,,,PKIA,MYO6,,P2RY2,,MCM4,,,,,,,,,,,,,,,NIP7,VEGFC,,,,SMURF1,APOL3,,,,SEC14L1,,B3GNT3,,,,,ECHDC3,RCN3,,,,
,,,,,,PRKCI,DNAJA4,,PARP4,,RBM14,,,,,,,,,,,,,,,NIT2,EIF4H,,,,SOCS2,LBH,,,,EIF4EBP2,,BPNT1,,,,,TGFA,SLC9A9,,,,
,,,,,,MAPK1,LRRC38,,PEX11B,,PHF5A,,,,,,,,,,,,,,,NLE1,WNT5A,,,,SPATA5L1,NUF2,,,,SPRED2,,NDC80,,,,,EPCAM,GPR84,,,,
,,,,,,PRKRIR,SLC25A1,,PHLDA1,,P4HB,,,,,,,,,,,,,,,NME1,SF1,,,,SPRY2,BEX2,,,,BRWD1,,TIMM17A,,,,,LIMK2,MSX1,,,,
,,,,,,PRPS1,GAN,,PKP1,,NAP1L2,,,,,,,,,,,,,,,NOC3L,IFRD2,,,,SSX2IP,GGTLC1,,,,STK38,,TACC3,,,,,FBLIM1,COX4I2,,,,
,,,,,,KLK10,CCNB2,,PLEKHA5,,SLC44A1,,,,,,,,,,,,,,,NOL11,TFPI2,,,,STXBP1,C8orf34,,,,,,NEBL,,,,,VAMP8,COL27A1,,,,
,,,,,,PSG3,RBM24,,PLK2,,POP7,,,,,,,,,,,,,,,NOL8,HMGA2,,,,TERF2,TSEN15,,,,,,PITRM1,,,,,CTNS,NLGN1,,,,
,,,,,,PSG9,NECAP1,,PPARD,,NPY5R,,,,,,,,,,,,,,,NOL9,ANP32A,,,,TGIF1,GLIPR2,,,,,,GLRX3,,,,,SPINT1,OSBPL5,,,,
,,,,,,PTPN4,BNIP1,,PPP1R13L,,ETFA,,,,,,,,,,,,,,,NOLC1,HIST1H4I,,,,TLE1,SPINK13,,,,,,SPAG5,,,,,DSP,CACNA1G,,,,
,,,,,,PTPRG,FBXO31,,PPP4R1,,ST18,,,,,,,,,,,,,,,NOLC1,HIST1H4C,,,,TLE3,C8orf84,,,,,,CCT8,,,,,UCHL3,ATP1A2,,,,
,,,,,,PTPRK,ST8SIA4,,PRKCD,,EIF4E,,,,,,,,,,,,,,,NPM1,RUVBL1,,,,TMEM158,WDR69,,,,,,WDR3,,,,,HOOK2,EMILIN2,,,,
,,,,,,PURB,FOXA1,,PTGS2,,ENO1,,,,,,,,,,,,,,,NSMAF,PSMG1,,,,TMEM38B,HNRNPA3,,,,,,DBF4,,,,,C21orf63,GLCE,,,,
,,,,,,PXMP2,WDR1,,PTHLH,,TEAD2,,,,,,,,,,,,,,,NUFIP1,B4GALT4,,,,TMEM97,LCORL,,,,,,TOMM34,,,,,CEACAM1,KCNAB1,,,,
,,,,,,QDPR,ATP1B1,,PTPN1,,STAR,,,,,,,,,,,,,,,NUFIP1,TRADD,,,,TMPO,NAP1L5,,,,,,EBNA1BP2,,,,,EPHA2,CYP26B1,,,,
,,,,,,MAP4K2,CDK8,,PTPRE,,RYBP,,,,,,,,,,,,,,,NUP93,ADAM19,,,,TOPBP1,P4HA3,,,,,,ESM1,,,,,AK4,IL23A,,,,
,,,,,,RBL2,PRC1,,RAB11FIP1,,RPP25,,,,,,,,,,,,,,,ODC1,SLC5A6,,,,TRMT12,GATC,,,,,,CIT,,,,,TUBA4A,NIN,,,,
,,,,,,RBMS1,OR8B8,,RAB14,,PLK1,,,,,,,,,,,,,,,OLA1,P4HA2,,,,UMPS,AMIGO2,,,,,,FGFR1OP,,,,,MSMO1,EPHA3,,,,
,,,,,,RDX,BTN3A2,,RAB22A,,SNRPB,,,,,,,,,,,,,,,P2RX5,PRC1,,,,UNG,BOLA3,,,,,,ZWINT,,,,,HIST1H2BD,RGS16,,,,
,,,,,,DPF2,TPM3,,RAB31,,RPL31,,,,,,,,,,,,,,,PA2G4,NOLC1,,,,WHSC1,SPINK6,,,,,,GLMN,,,,,NCEH1,BARX1,,,,
,,,,,,RPA1,HSPD1,,RAB3GAP2,,ANK2,,,,,,,,,,,,,,,PAICS,TBRG4,,,,XPO4,,,,,,,WDHD1,,,,,C3orf39,FKBP7,,,,
,,,,,,RPL27A,MAPK12,,RAP2B,,CDK4,,,,,,,,,,,,,,,PAK1IP1,CNOT8,,,,ZNF238,,,,,,,ACOT7,,,,,RTKN,SCARA5,,,,
,,,,,,RRM1,HOMER1,,RAPGEF2,,TSN,,,,,,,,,,,,,,,PCOLCE2,HOMER1,,,,ZNF330,,,,,,,FASTKD2,,,,,SLC29A2,TMEM59L,,,,
,,,,,,SC5DL,LMBRD1,,RASA1,,CCBL2,,,,,,,,,,,,,,,PDCD11,EI24,,,,ZNF45,,,,,,,SEPHS1,,,,,CEP85,FAM46A,,,,
,,,,,,ATXN1,CTSL2,,RBMS1,,CDC6,,,,,,,,,,,,,,,PDCD2,ISG15,,,,ZNF473,,,,,,,CCT5,,,,,ROBO3,APOD,,,,
,,,,,,SCN4B,C4orf32,,RCOR1,,PELI1,,,,,,,,,,,,,,,PDSS1,FEZ1,,,,ZSCAN18,,,,,,,TPX2,,,,,CRB3,PROCR,,,,
,,,,,,SDC1,COQ9,,RGS20,,NUDCD2,,,,,,,,,,,,,,,PEG3,UTP14C,,,,,,,,,,,AVL9,,,,,MCM4,FMNL2,,,,
,,,,,,SDHA,FOS,,RHOB,,PDHB,,,,,,,,,,,,,,,PEX5,KIAA0101,,,,,,,,,,,DNAJC9,,,,,MET,PDE5A,,,,
,,,,,,SDHD,DHX38,,RIPK1,,CXADR,,,,,,,,,,,,,,,PFKM,TSC22D2,,,,,,,,,,,AGTPBP1,,,,,PLXNB1,YPEL4,,,,
,,,,,,SH3GL1,CDT1,,RUFY2,,MAGED4B,,,,,,,,,,,,,,,PHB,PLEKHM1,,,,,,,,,,,U2SURP,,,,,STC2,WDFY2,,,,
,,,,,,SHH,ANKHD1,,RUFY3,,RALA,,,,,,,,,,,,,,,PHLDA2,RBM8A,,,,,,,,,,,SCRIB,,,,,C1orf116,PKDCC,,,,
,,,,,,SLC2A5,MFSD11,,SEC14L1,,TCF7L1,,,,,,,,,,,,,,,PITPNB,UBA2,,,,,,,,,,,GTPBP4,,,,,PHKG2,SMOC2,,,,
,,,,,,SLC9A5,GLTSCR2,,SEC24A,,VRK1,,,,,,,,,,,,,,,PLA2G4A,OPTN,,,,,,,,,,,ORC6,,,,,TSPO,GALNT12,,,,
,,,,,,SLC12A2,CHEK1,,SEC24B,,LPHN2,,,,,,,,,,,,,,,PMS1,LHFP,,,,,,,,,,,KIF4A,,,,,PSD4,TNFRSF4,,,,
,,,,,,SLC16A1,KIAA1370,,SEC31A,,FUBP1,,,,,,,,,,,,,,,PNO1,ALYREF,,,,,,,,,,,RAD54B,,,,,SFN,CLIC2,,,,
,,,,,,SLC16A2,LRP8,,SEMA3C,,HJURP,,,,,,,,,,,,,,,POLR1C,SEMA3A,,,,,,,,,,,ASF1A,,,,,NCF4,STAT4,,,,
,,,,,,SNRPB2,LOC124220,,SERINC3,,CENPF,,,,,,,,,,,,,,,POLR1E,MYL9,,,,,,,,,,,DCAF13,,,,,ITPKC,ACRC,,,,
,,,,,,SORD,KIF11,,SERPINB1,,CHCHD2,,,,,,,,,,,,,,,POLR3E,BASP1,,,,,,,,,,,FBXO5,,,,,RPS6KA1,TCN2,,,,
,,,,,,SRD5A1,GBP1,,SERPINE1,,CNKSR1,,,,,,,,,,,,,,,PPAT,LYPLA1,,,,,,,,,,,CKAP2,,,,,ARHGEF5,FNDC1,,,,
,,,,,,SSFA2,CEP55,,SFN,,ZIC2,,,,,,,,,,,,,,,PPID,CAP2,,,,,,,,,,,OR7C2,,,,,ADAM15,TBX18,,,,
,,,,,,SSRP1,JAKMIP2,,SGK1,,PHACTR1,,,,,,,,,,,,,,,PRMT1,CREB3,,,,,,,,,,,PABPC1,,,,,GPRIN2,C12orf56,,,,
,,,,,,CDKL5,WBSCR22,,SGPL1,,CCS,,,,,,,,,,,,,,,PRMT3,NOP56,,,,,,,,,,,DNAJC2,,,,,ACTN1,CCDC80,,,,
,,,,,,STXBP1,ARID3A,,SLC2A1,,RPL5,,,,,,,,,,,,,,,PRMT5,PAICS,,,,,,,,,,,LAMP3,,,,,ST14,CBLB,,,,
,,,,,,TALDO1,RPL34,,SLC31A2,,C1QBP,,,,,,,,,,,,,,,PRPF4,POLR3G,,,,,,,,,,,CACYBP,,,,,LPAR2,MLLT11,,,,
,,,,,,NR2F2,HTATIP2,,SLC38A2,,IFITM1,,,,,,,,,,,,,,,PSMG1,CCT8,,,,,,,,,,,INVS,,,,,GALE,HIC1,,,,
,,,,,,TFPI,ACOX1,,SLC5A3,,C1GALT1,,,,,,,,,,,,,,,PTCD3,PLK2,,,,,,,,,,,EIF2C2,,,,,FAM189A2,NR4A1,,,,
,,,,,,TGFBR2,IFT140,,SLC6A14,,SUB1,,,,,,,,,,,,,,,PTGES3,MTHFD2,,,,,,,,,,,ZNF544,,,,,PDLIM5,MFHAS1,,,,
,,,,,,THBS4,ORAI3,,SLC9A6,,RPL23,,,,,,,,,,,,,,,PTMA,MAGED2,,,,,,,,,,,EML4,,,,,PRRG4,PCDH18,,,,
,,,,,,TIA1,KIAA1324,,SMAD3,,DDX25,,,,,,,,,,,,,,,PTRH2,STIP1,,,,,,,,,,,MRPL42,,,,,SNAPC4,CYBRD1,,,,
,,,,,,TJP1,AZGP1,,SMTN,,TBCD,,,,,,,,,,,,,,,PUS3,EBNA1BP2,,,,,,,,,,,MRPL13,,,,,CDH3,GAD1,,,,
,,,,,,TKT,RPS12,,SMURF1,,PIM1,,,,,,,,,,,,,,,PUS7,CKAP4,,,,,,,,,,,ATAD2,,,,,NEDD4L,PXK,,,,
,,,,,,TRAF5,RACGAP1,,SNAI2,,SC5DL,,,,,,,,,,,,,,,PWP1,METAP2,,,,,,,,,,,UBE2T,,,,,MYO10,TRPC1,,,,
,,,,,,TRIP6,CCT2,,SOS1,,OCIAD2,,,,,,,,,,,,,,,PWP2,STMN2,,,,,,,,,,,CNIH4,,,,,FAIM3,PDGFD,,,,
,,,,,,UBE2E2,SEC14L1,,SOS2,,FKBP10,,,,,,,,,,,,,,,QTRTD1,ESM1,,,,,,,,,,,RACGAP1,,,,,CASZ1,CHN1,,,,
,,,,,,UBE2L3,PLEKHB2,,SOX9,,NIPSNAP1,,,,,,,,,,,,,,,RAN,PRSS23,,,,,,,,,,,UHRF1,,,,,SLC22A5,LMO4,,,,
,,,,,,UFD1L,FLJ20273,,SPEN,,CHD6,,,,,,,,,,,,,,,RPP40,FSTL1,,,,,,,,,,,GPSM2,,,,,RPS6KA5,HIPK3,,,,
,,,,,,UMPS,PDZRN3,,SQLE,,PCDH1,,,,,,,,,,,,,,,RRP12,STRAP,,,,,,,,,,,NRBF2,,,,,EDN1,SYNE1,,,,
,,,,,,UVRAG,IDI1,,SQRDL,,CISD1,,,,,,,,,,,,,,,RRP15,ADAMTS6,,,,,,,,,,,ATP6V0A4,,,,,ZNF185,IGSF10,,,,
,,,,,,VEGFC,IFI30,,SSH1,,NSDHL,,,,,,,,,,,,,,,RRP1B,MAP4K1,,,,,,,,,,,NSDHL,,,,,EZR,PSD,,,,
,,,,,,WIPF1,IDH2,,STAM,,CYB5B,,,,,,,,,,,,,,,RRS1,XPOT,,,,,,,,,,,F11R,,,,,KIAA0895,SVEP1,,,,
,,,,,,WEE1,AVEN,,STK17A,,TARS2,,,,,,,,,,,,,,,RSL1D1,KLF12,,,,,,,,,,,RRP15,,,,,TMEM106C,HEYL,,,,
,,,,,,XRCC4,HSPC171,,STK17B,,IGDCC3,,,,,,,,,,,,,,,RUVBL2,CBX3,,,,,,,,,,,MRPS16,,,,,CPLX1,ELOVL3,,,,
,,,,,,YWHAH,RRM2,,STRN3,,GPR19,,,,,,,,,,,,,,,SDCCAG3,NLRP1,,,,,,,,,,,GLRX2,,,,,ANKS1A,SLC2A3,,,,
,,,,,,ZIC2,ELOVL6,,STX3,,HIST1H2AD,,,,,,,,,,,,,,,SEH1L,RPIA,,,,,,,,,,,BOLA1,,,,,NLRP2,IGFBP6,,,,
,,,,,,ZIC3,CHST11,,STX6,,SDHB,,,,,,,,,,,,,,,SERBP1,ELL2,,,,,,,,,,,GMNN,,,,,SOX9,ARHGAP28,,,,
,,,,,,ZNF229,PWP2,,STYK1,,COX7A2L,,,,,,,,,,,,,,,SET,DKK1,,,,,,,,,,,LACTB2,,,,,NOL3,RSAD2,,,,
,,,,,,FZD5,C10orf116,,SUV420H1,,RUVBL2,,,,,,,,,,,,,,,SETD6,CCT5,,,,,,,,,,,ZDHHC9,,,,,LSR,LY96,,,,
,,,,,,SLBP,ADRA2A,,SVIL,,SEMA3A,,,,,,,,,,,,,,,SHQ1,PALLD,,,,,,,,,,,HN1,,,,,IL28RA,LGALS1,,,,
,,,,,,ST8SIA4,GPI,,TANK,,CCNB2,,,,,,,,,,,,,,,SKIV2L2,KDM1A,,,,,,,,,,,HSPA14,,,,,FLOT2,PTX3,,,,
,,,,,,DEK,PSMD11,,TFAP2A,,POLD2,,,,,,,,,,,,,,,SLC16A1,MRPS27,,,,,,,,,,,C8orf55,,,,,SHROOM3,LRRC49,,,,
,,,,,,FXR1,PEX11G,,TGFA,,ID1,,,,,,,,,,,,,,,SLC19A1,GPD1L,,,,,,,,,,,MRPS17,,,,,SNRNP25,CEBPA,,,,
,,,,,,TAF15,ZBTB2,,TIPARP,,SLC2A1,,,,,,,,,,,,,,,SLC1A3,SULF1,,,,,,,,,,,UCHL5,,,,,FKBP5,GUCY1A2,,,,
,,,,,,DGCR6,RBBP8,,TJP1,,LAGE3,,,,,,,,,,,,,,,SLC25A13,PDS5A,,,,,,,,,,,DTL,,,,,PLCG2,MYH4,,,,
,,,,,,LZTR1,ADAM23,,TJP2,,TP53,,,,,,,,,,,,,,,SLC25A32,WSCD1,,,,,,,,,,,AZIN1,,,,,EPS8L1,CLDN14,,,,
,,,,,,HDHD1,COL14A1,,TLE4,,RHPN2,,,,,,,,,,,,,,,SLC43A3,SF3B3,,,,,,,,,,,MIS18A,,,,,CD9,ALDH1A1,,,,
,,,,,,BCAR3,PVALB,,TM4SF1,,CA14,,,,,,,,,,,,,,,SLC6A15,ANGPTL2,,,,,,,,,,,ANLN,,,,,EFNA1,SNAI2,,,,
,,,,,,CMAHP,OSBPL1A,,TMCC1,,TNKS1BP1,,,,,,,,,,,,,,,SMCR7L,SLC39A14,,,,,,,,,,,FAM64A,,,,,LCP1,SLC35G2,,,,
,,,,,,MAP4K3,USP10,,TNIP1,,PCBP1,,,,,,,,,,,,,,,SNRPA1,R3HDM1,,,,,,,,,,,ZDHHC13,,,,,MFSD6,NMB,,,,
,,,,,,IKBKAP,IRS1,,TNKS2,,SEMA6A,,,,,,,,,,,,,,,SNRPB,LSM5,,,,,,,,,,,PUS7,,,,,PLEKHG6,PRKAR1A,,,,
,,,,,,HAT1,CXCL9,,TOB1,,TMSB15B,,,,,,,,,,,,,,,SNRPD1,GABARAPL1,,,,,,,,,,,CCNJ,,,,,CBLC,GALNTL1,,,,
,,,,,,AP3B1,ABAT,,TRIB1,,ZNF473,,,,,,,,,,,,,,,SRM,NAT6,,,,,,,,,,,HAUS6,,,,,INTS10,BMP6,,,,
,,,,,,PSMG1,LDHB,,TRIO,,ISX,,,,,,,,,,,,,,,SSB,BRP44,,,,,,,,,,,TEX10,,,,,GPR37,COL16A1,,,,
,,,,,,NCOA1,DYNC1LI2,,TSC22D1,,ADCY2,,,,,,,,,,,,,,,STC2,OLFML2B,,,,,,,,,,,TMEM132A,,,,,CAMTA1,ST7,,,,
,,,,,,ALDH4A1,DDHD2,,UBQLN2,,PLK4,,,,,,,,,,,,,,,STEAP1,NIPSNAP3A,,,,,,,,,,,PARPBP,,,,,MYH9,PPAPDC3,,,,
,,,,,,URI1,E2F1,,UBR4,,AURKC,,,,,,,,,,,,,,,SUPT16H,CLIP3,,,,,,,,,,,MAGOHB,,,,,MEAF6,CFD,,,,
,,,,,,CDS2,THAP1,,UGCG,,CDH3,,,,,,,,,,,,,,,SUPV3L1,LRP10,,,,,,,,,,,CDCA8,,,,,CST6,SPOCK1,,,,
,,,,,,TNFRSF14,NR0B1,,VCL,,FARSB,,,,,,,,,,,,,,,SYNCRIP,GPSM1,,,,,,,,,,,CEP55,,,,,MTHFS,ANK2,,,,
,,,,,,NRP1,MAPRE1,,VEGFA,,NOTCH3,,,,,,,,,,,,,,,TARBP1,SERBP1,,,,,,,,,,,C20orf20,,,,,ENTPD6,CRY2,,,,
,,,,,,GMPS,RAI2,,VLDLR,,RPS13,,,,,,,,,,,,,,,TARDBP,RSL1D1,,,,,,,,,,,QRSL1,,,,,CD151,RAB3IL1,,,,
,,,,,,SOCS2,IGHA1,,WDFY3,,NIF3L1,,,,,,,,,,,,,,,TCTN3,SACS,,,,,,,,,,,AGPAT5,,,,,STXBP2,PTGES,,,,
,,,,,,NAE1,PSMA7,,WDR44,,PPIF,,,,,,,,,,,,,,,TFB2M,AK5,,,,,,,,,,,LAPTM4B,,,,,CYP2J2,KAZN,,,,
,,,,,,MTMR3,PDXK,,WIPF2,,MND1,,,,,,,,,,,,,,,THBS2,MYCBP,,,,,,,,,,,HJURP,,,,,ZNF165,PRDM8,,,,
,,,,,,WASF1,MYO5C,,WSB1,,ZNF593,,,,,,,,,,,,,,,TIMM13,TIMM13,,,,,,,,,,,LRRC40,,,,,FAM71E1,OGN,,,,
,,,,,,USP14,SLC16A3,,YTHDF3,,SKA2,,,,,,,,,,,,,,,TIMM17A,GREM1,,,,,,,,,,,DEPDC1,,,,,CA2,DISP1,,,,
,,,,,,MTMR4,SHROOM3,,ZBED2,,NUP155,,,,,,,,,,,,,,,TMEM185B,PABPC1,,,,,,,,,,,YEATS2,,,,,KRT17,GLI2,,,,
,,,,,,NMI,BACE2,,ZBTB38,,EXO1,,,,,,,,,,,,,,,TMEM33,DNAJC2,,,,,,,,,,,TMEM48,,,,,CYP27B1,SPON1,,,,
,,,,,,PDLIM1,CCM2,,ZFP36,,MRPS23,,,,,,,,,,,,,,,TMEM48,DKK3,,,,,,,,,,,CCAR1,,,,,ITGB8,GADD45G,,,,
,,,,,,RABEP1,PRKD3,,ZFP36L1,,RUVBL1,,,,,,,,,,,,,,,TMEM5,COQ2,,,,,,,,,,,DEPDC1B,,,,,LAMC2,TM7SF4,,,,
,,,,,,OSMR,RAD54L,,ZFP36L2,,SALL1,,,,,,,,,,,,,,,TMEM70,SLCO4A1,,,,,,,,,,,CENPJ,,,,,MBP,CALCA,,,,
,,,,,,ZW10,TAP1,,ZKSCAN1,,MED20,,,,,,,,,,,,,,,TMEM97,TRIB2,,,,,,,,,,,PBK,,,,,PKP2,PGAM1,,,,
,,,,,,REPS2,CDC25C,,ZMYND8,,SLC22A23,,,,,,,,,,,,,,,TNFRSF10B,BZW2,,,,,,,,,,,C20orf24,,,,,PTPN3,EPB41L5,,,,
,,,,,,SLC16A7,MKL2,,ZNF148,,MKI67IP,,,,,,,,,,,,,,,TNPO2,MRPL42,,,,,,,,,,,SLC25A40,,,,,GLTPD1,FRZB,,,,
,,,,,,XPR1,CELSR1,,ZNF217,,CMAS,,,,,,,,,,,,,,,TRAP1,NOB1,,,,,,,,,,,MOSPD1,,,,,BCS1L,LHFPL2,,,,
,,,,,,LARGE,C11orf60,,ZNF750,,EIF2C2,,,,,,,,,,,,,,,TRIT1,CCDC59,,,,,,,,,,,SERTAD4,,,,,TFAP2C,OTOF,,,,
,,,,,,SNAP29,PRR7,,,,CDCA8,,,,,,,,,,,,,,,TRMT1,OLA1,,,,,,,,,,,KCMF1,,,,,CD2AP,ZFPM2,,,,
,,,,,,UBE4A,H3F3B,,,,ERCC6L,,,,,,,,,,,,,,,TSEN2,REPIN1,,,,,,,,,,,SPIRE1,,,,,SYBU,TCEAL7,,,,
,,,,,,NMT2,STIP1,,,,VARS,,,,,,,,,,,,,,,TSR1,PSAT1,,,,,,,,,,,ENY2,,,,,ITGA3,ZFHX4,,,,
,,,,,,ARHGAP29,NT5DC2,,,,APRT,,,,,,,,,,,,,,,TTC27,DNTTIP2,,,,,,,,,,,NIT2,,,,,LAD1,CXCR3,,,,
,,,,,,FADS2,HLA-G,,,,PPP1CC,,,,,,,,,,,,,,,TUFM,G0S2,,,,,,,,,,,KIF15,,,,,PHF16,CRTAP,,,,
,,,,,,BAG3,IL6ST,,,,M6PR,,,,,,,,,,,,,,,UBE2N,MTERFD1,,,,,,,,,,,RAB25,,,,,DENND2D,LEPRE1,,,,
,,,,,,EI24,LTF,,,,ADH5,,,,,,,,,,,,,,,UCHL5,EXOSC3,,,,,,,,,,,TTYH1,,,,,CCDC6,MFAP4,,,,
,,,,,,TP53I3,CRYZ,,,,EIF6,,,,,,,,,,,,,,,UMPS,MRPL4,,,,,,,,,,,SPC25,,,,,JAG2,PENK,,,,
,,,,,,CXCL14,HSP90AB1,,,,CDK16,,,,,,,,,,,,,,,UQCRFS1,POLR1D,,,,,,,,,,,CGN,,,,,SDC4,TIMP4,,,,
,,,,,,SOX13,ANK1,,,,GCHFR,,,,,,,,,,,,,,,URB1,GAL,,,,,,,,,,,FIGNL1,,,,,PRR7,TNFSF9,,,,
,,,,,,PPM1F,LAG3,,,,TSPAN13,,,,,,,,,,,,,,,UTP14A,UTP11L,,,,,,,,,,,CENPK,,,,,PRRG2,ABCA8,,,,
,,,,,,RIMS3,FREQ,,,,ALDH7A1,,,,,,,,,,,,,,,UTP20,HSPA14,,,,,,,,,,,ATL2,,,,,DHCR7,DMRT2,,,,
,,,,,,MTSS1,ARF1,,,,ORC3,,,,,,,,,,,,,,,UTP3,GPN3,,,,,,,,,,,GINS3,,,,,KRT8,STON1,,,,
,,,,,,FCHSD2,EDC4,,,,NFE2L3,,,,,,,,,,,,,,,UTP6,RSL24D1,,,,,,,,,,,RANBP17,,,,,PRSS8,EFNB2,,,,
,,,,,,HNRPDL,PIWIL2,,,,DDX21,,,,,,,,,,,,,,,VDAC1,SS18L2,,,,,,,,,,,NT5DC2,,,,,TNK2,CXCL10,,,,
,,,,,,GNE,PCMTD1,,,,RPRD1A,,,,,,,,,,,,,,,WBSCR22,COPZ2,,,,,,,,,,,UPF3B,,,,,NUP62CL,HAND2,,,,
,,,,,,PARP2,ISG20,,,,HMGN5,,,,,,,,,,,,,,,WDR12,CRIM1,,,,,,,,,,,C1orf135,,,,,HIST1H1C,CLEC2B,,,,
,,,,,,ABCC5,GNG12,,,,GRPR,,,,,,,,,,,,,,,WDR3,PAIP2,,,,,,,,,,,SCNM1,,,,,MAP7,SLC15A3,,,,
,,,,,,GPC6,TMEM125,,,,PRKDC,,,,,,,,,,,,,,,WDR46,CD320,,,,,,,,,,,DSCC1,,,,,ACTG1,TWSG1,,,,
,,,,,,RBM7,EIF4EBP1,,,,GPC4,,,,,,,,,,,,,,,WDR61,SLC22A17,,,,,,,,,,,C1orf35,,,,,ADK,APOLD1,,,,
,,,,,,MPZL2,ARPC1B,,,,ABCF2,,,,,,,,,,,,,,,WDR74,PLAC8,,,,,,,,,,,C2orf47,,,,,STAP2,GRIA3,,,,
,,,,,,UBE4B,CHRNB2,,,,KRTCAP3,,,,,,,,,,,,,,,WDR77,RNF138,,,,,,,,,,,RHBDF2,,,,,VWA1,IFIT3,,,,
,,,,,,SF3A1,SPC25,,,,SKP2,,,,,,,,,,,,,,,XPOT,TH1L,,,,,,,,,,,MLF1IP,,,,,ITGA6,ZEB2,,,,
,,,,,,SYCP2,CITED1,,,,RPLP0,,,,,,,,,,,,,,,ZBTB24,TRIAP1,,,,,,,,,,,SUV39H2,,,,,IRF6,ADAM17,,,,
,,,,,,CDC42EP2,TFAP2B,,,,SMPDL3B,,,,,,,,,,,,,,,ZNF146,LARS,,,,,,,,,,,ZNF750,,,,,CX3CL1,TPR,,,,
,,,,,,SLC9A6,DHX16,,,,POLR3A,,,,,,,,,,,,,,,ZNF195,NOP58,,,,,,,,,,,QSER1,,,,,VDR,DCLK1,,,,
,,,,,,IPO7,PLA2G7,,,,MRPS7,,,,,,,,,,,,,,,ZNF512B,MRPS23,,,,,,,,,,,GEMIN6,,,,,MREG,LINGO1,,,,
,,,,,,SSSCA1,CD247,,,,MRPL4,,,,,,,,,,,,,,,ZNF573,CYCS,,,,,,,,,,,BORA,,,,,PRKAR1B,C13orf33,,,,
,,,,,,SORBS1,SLC1A5,,,,LMNB2,,,,,,,,,,,,,,,ZNF692,ERRFI1,,,,,,,,,,,RMI1,,,,,FZD3,ACP5,,,,
,,,,,,TXNRD2,BEX1,,,,HSPA9,,,,,,,,,,,,,,,,GAR1,,,,,,,,,,,FOXRED2,,,,,HOMER2,GNG4,,,,
,,,,,,ARID3B,KIAA0174,,,,SLC29A4,,,,,,,,,,,,,,,,NLE1,,,,,,,,,,,PUS1,,,,,WWC1,WNT2,,,,
,,,,,,TAF6L,SYF2,,,,E2F1,,,,,,,,,,,,,,,,FAM64A,,,,,,,,,,,ANP32E,,,,,PERP,ABCA6,,,,
,,,,,,IGF2BP2,KIF18A,,,,HNRNPK,,,,,,,,,,,,,,,,APBB1IP,,,,,,,,,,,CDT1,,,,,PHACTR4,ID2,,,,
,,,,,,KHDRBS3,LRRC59,,,,TAF12,,,,,,,,,,,,,,,,MRPL50,,,,,,,,,,,DIAPH3,,,,,PRKCH,COL14A1,,,,
,,,,,,FAM189B,UBE2L6,,,,ARHGEF9,,,,,,,,,,,,,,,,GNB1L,,,,,,,,,,,NETO2,,,,,PSEN2,NBEA,,,,
,,,,,,BRD8,MYBL2,,,,ATP5O,,,,,,,,,,,,,,,,CRLS1,,,,,,,,,,,ARPC5L,,,,,ACTN4,MDFIC,,,,
,,,,,,MTMR11,SPA17,,,,SPSB2,,,,,,,,,,,,,,,,FBLIM1,,,,,,,,,,,SEH1L,,,,,KRT86,FAM20A,,,,
,,,,,,SUB1,EDEM1,,,,PARD6G,,,,,,,,,,,,,,,,TRIT1,,,,,,,,,,,NUF2,,,,,SLC39A4,TSHZ3,,,,
,,,,,,SRSF8,SLC25A19,,,,RCE1,,,,,,,,,,,,,,,,TEX10,,,,,,,,,,,AIF1L,,,,,DSC2,EDNRB,,,,
,,,,,,CLP1,TPBG,,,,H2AFZ,,,,,,,,,,,,,,,,NSUN2,,,,,,,,,,,CDCA7,,,,,ITGB4,HAS2,,,,
,,,,,,FERMT2,MASTL,,,,PMEL,,,,,,,,,,,,,,,,SARS2,,,,,,,,,,,TATDN1,,,,,LIG3,RARRES2,,,,
,,,,,,MAPRE2,LZTFL1,,,,PPP2R1B,,,,,,,,,,,,,,,,TIPIN,,,,,,,,,,,B3GNT5,,,,,MPHOSPH6,ADAM12,,,,
,,,,,,KIF2C,KLHL7,,,,ZW10,,,,,,,,,,,,,,,,PARPBP,,,,,,,,,,,MND1,,,,,BCR,DYRK2,,,,
